City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Nantucket,1,US,1623958444,46,41.2835,-70.0995,75.25,12.66
Ukiah,1,US,1623958052,27,39.1502,-123.2078,103.03,3.44
Muş Province,0,TR,1623958444,51,39.0,41.75,56.05,3.6
Punta Alta,100,AR,1623958444,68,-38.8759,-62.0736,46.17,5.86
Bestöbe,30,KZ,1623958445,62,52.4994,73.0975,67.75,11.9
Talnakh,100,RU,1623958445,96,69.4865,88.3972,54.18,8.63
Colares,40,PT,1623958445,78,38.7992,-9.4469,64.29,18.01
Mamurras,0,AL,1623958446,73,41.5775,19.6922,71.74,1.14
Eureka,6,US,1623958441,71,40.8021,-124.1637,71.91,1.99
Maracanã,6,BR,1623958446,85,-0.7667,-47.45,80.04,3.96
Lakes Entrance,100,AU,1623958446,78,-37.8811,147.981,46.18,14.58
Ilebo,28,CD,1623958446,43,-4.3167,20.5833,72.64,1.97
Porto Santo,40,PT,1623958447,64,33.072,-16.3415,69.71,17.27
Arrondissement de Nevers,96,FR,1623958447,94,46.9167,3.3333,70.39,2.48
Townsville,4,AU,1623958277,43,-19.25,146.8,70.68,10.36
Birin,95,NP,1623958447,96,26.8865,88.0718,64.11,3.15
Galesong,96,ID,1623958448,80,-5.3166,119.3661,75.22,4.59
Havre-St-Pierre,90,CA,1623958433,82,50.2334,-63.5986,55.99,6.91
Berlevåg,0,NO,1623958448,76,70.8578,29.0864,44.6,5.75
Tarakan,49,ID,1623958448,77,3.3,117.6333,80.24,1.99
Caravelas,5,BR,1623958449,73,-17.7125,-39.2481,71.42,4.38
Lüderitz,0,NA,1623958449,54,-26.6481,15.1594,62.83,11.14
Mayo,4,US,1623958449,39,38.8876,-76.5119,80.87,1.01
Lebu,2,CL,1623958450,72,-37.6167,-73.65,55.49,3.38
Saldanha,3,ZA,1623958450,86,-33.0117,17.9442,57.25,10.76
Arroio Grande,61,BR,1623958450,75,-32.2375,-53.0869,53.1,6.73
Saint-Joseph,45,RE,1623958451,81,-21.3667,55.6167,68.36,12.3
Dajal,8,PK,1623958451,49,29.5577,70.3762,87.06,7.87
Enid,1,US,1623958184,28,36.3956,-97.8784,104.14,4.0
Phuket,20,TH,1623958451,86,8.0,98.25,88.09,0.0
Zonguldak,20,TR,1623958452,96,41.25,31.8333,55.49,5.77
Aklavik,40,CA,1623958452,51,68.2191,-135.0107,59.0,4.61
Baruun-Urt,0,MN,1623958452,63,46.6806,113.2792,50.83,23.11
Santa Marta,98,CO,1623958452,70,11.2408,-74.199,93.34,12.12
Mildura,75,AU,1623958453,93,-34.2,142.15,49.96,9.22
Buenos Aires,40,AR,1623958343,49,-34.6132,-58.3772,51.94,3.44
Fallon,40,US,1623958453,8,39.4735,-118.7774,97.43,4.61
Bathsheba,40,BB,1623958454,70,13.2167,-59.5167,86.61,19.57
Opportunity,1,US,1623958454,30,47.6499,-117.2399,78.48,1.99
Lagoa,100,PT,1623958454,65,39.05,-27.9833,64.58,14.18
Avera,0,US,1623958455,32,33.194,-82.5271,91.71,2.62
Ca Mau,98,VN,1623958455,86,9.1769,105.15,78.87,4.25
Bria,100,CF,1623958455,97,6.5423,21.9863,67.37,0.54
Barstow,14,US,1623958240,7,34.8986,-117.0228,110.3,5.61
Howard Springs,12,AU,1623958456,96,-12.497,131.047,73.31,2.51
Lundazi,2,ZM,1623958456,69,-12.2929,33.1782,56.79,4.52
Cururupu,8,BR,1623958456,80,-1.8283,-44.8683,80.26,4.41
Srednekolymsk,100,RU,1623958457,56,67.45,153.6833,51.71,18.86
Mount Isa,50,AU,1623958457,35,-20.7333,139.5,56.97,10.36
Laas,50,IT,1623958457,89,46.6166,10.7002,76.91,3.27
Laguna,1,US,1623958458,17,38.421,-121.4238,106.65,3.0
Nālūt,0,LY,1623958458,17,30.3333,10.85,91.0,10.49
Itoman,75,JP,1623958458,92,26.1247,127.6694,82.42,13.8
Fairbanks,90,US,1623958194,90,64.8378,-147.7164,59.34,1.99
Urbano Santos,78,BR,1623958459,91,-3.2078,-43.4036,77.68,1.83
Ridgecrest,20,US,1623958405,7,35.6225,-117.6709,113.02,4.0
Gainesville,75,US,1623958174,66,29.6516,-82.3248,91.81,1.01
San Policarpo,93,PH,1623958459,89,12.1791,125.5072,79.41,6.85
Basco,33,PH,1623958460,84,20.4487,121.9702,83.97,24.36
Monrovia,100,LR,1623958460,78,6.3005,-10.7969,80.37,7.07
Talas,0,TR,1623958460,52,38.6908,35.5538,63.27,3.44
Byron Bay,18,AU,1623958460,69,-28.65,153.6167,55.29,9.44
Laramie,1,US,1623958461,10,41.3114,-105.5911,91.96,8.01
Turukhansk,100,RU,1623958461,88,65.8167,87.9833,56.16,6.51
Vostok,100,RU,1623958461,79,46.4856,135.8833,56.95,4.14
Belmonte,4,BR,1623958461,70,-15.8631,-38.8828,78.8,7.72
Klaksvík,89,FO,1623958462,93,62.2266,-6.589,47.32,5.14
Risod,100,IN,1623958462,78,19.9667,76.7833,76.66,13.31
Coron,49,PH,1623958462,84,11.9986,120.2043,79.65,0.92
Kenai,40,US,1623958463,65,60.5544,-151.2583,62.02,5.75
Española,4,US,1623958282,15,35.9911,-106.0806,96.28,10.4
George Town,20,MY,1623958220,92,5.4112,100.3354,76.93,1.99
Abu Kamal,0,SY,1623958463,28,34.4506,40.9171,82.62,16.87
Eislingen,11,DE,1623958463,78,48.6951,9.7068,81.09,4.59
Nome,1,US,1623958464,67,64.5011,-165.4064,65.16,6.91
Halifax,75,CA,1623958464,47,44.6453,-63.5724,73.42,7.0
Finschhafen,84,PG,1623958464,77,-6.6024,147.8681,77.29,5.79
Kingori,20,TZ,1623958465,82,-3.2833,36.9833,59.38,0.0
Sibolga,100,ID,1623958465,83,1.7427,98.7792,76.75,3.38
Ust'-Ishim,33,RU,1623958465,99,57.6935,71.1665,59.31,6.53
Bétaré Oya,56,CM,1623958465,96,5.6,14.0833,67.44,1.86
Ashquelon,0,IL,1623958466,69,31.6693,34.5715,74.82,6.69
Tortosa,1,ES,1623958466,82,40.8125,0.5216,73.56,2.51
Karpathos,0,GR,1623958466,76,35.507,27.2132,71.08,9.01
Morant Bay,100,JM,1623958467,68,17.8815,-76.4093,90.63,12.66
Gazojak,0,TM,1623958467,12,41.1875,61.4036,85.06,0.67
Thul,0,PK,1623958467,41,28.2403,68.7759,90.45,4.52
Freeport,1,US,1623958439,34,40.6576,-73.5832,81.28,4.0
Ryōtsu-minato,7,JP,1623958468,89,38.0833,138.4333,65.32,2.89
Mehamn,40,NO,1623958468,65,71.0357,27.8492,44.78,5.75
Flinders,0,AU,1623958468,70,-34.5833,150.8552,55.18,8.99
Kangaatsiaq,100,GL,1623958469,78,68.3065,-53.4641,37.45,7.74
Jinxiang,99,CN,1623958469,91,27.4327,120.6062,79.12,8.52
Yumen,94,CN,1623958469,22,40.2833,97.2,62.46,4.9
Esperance,92,AU,1623958469,64,-33.8667,121.9,53.44,7.34
Korfovskiy,100,RU,1623958470,88,48.2183,135.0564,60.26,3.51
Pevek,100,RU,1623958470,91,69.7008,170.3133,32.86,5.5
Magaria,21,NE,1623958470,34,12.9983,8.9099,87.94,1.3
Malakanagiri,100,IN,1623958471,92,18.35,81.9,76.06,2.44
Mangai,36,CD,1623958471,42,-4.05,19.5333,74.62,1.77
Shizunai-furukawachō,98,JP,1623958471,93,42.3339,142.3669,55.42,3.53
Atocha,3,BO,1623958471,16,-20.9333,-66.2333,46.08,28.41
Empalme,20,MX,1623958472,37,27.9667,-110.8167,105.35,9.22
Sinegorskiy,100,RU,1623958472,97,48.0139,40.8447,67.12,9.95
Halmstad,5,SE,1623958472,56,56.6745,12.8568,73.6,10.36
Porto-Novo,100,BJ,1623958473,80,6.4965,2.6036,84.02,8.23
Prince Rupert,90,CA,1623958473,94,54.3161,-130.3201,53.69,4.61
Katsuura,10,JP,1623958473,87,35.1333,140.3,67.1,7.85
Panacan,16,PH,1623958473,78,9.2463,118.4082,80.82,0.45
Tura,63,IN,1623958474,82,25.5198,90.2201,75.96,2.37
Port Macquarie,0,AU,1623958474,77,-31.4333,152.9167,46.36,7.92
Camargo,2,MX,1623958474,16,27.6667,-105.1667,91.08,14.85
Javānrūd,0,IR,1623958475,16,34.7961,46.5172,67.89,7.72
Leopold,75,AU,1623958475,95,-38.1833,144.4667,47.75,5.99
Huarmey,87,PE,1623958475,72,-10.0681,-78.1522,72.14,10.83
São José da Coroa Grande,11,BR,1623958476,86,-8.8978,-35.1478,76.57,9.44
Ust'-Koksa,5,RU,1623958476,84,50.2696,85.6108,50.74,0.36
Greymouth,99,NZ,1623958476,82,-42.4667,171.2,46.17,9.22
Gamba,100,GA,1623958477,90,-2.65,10.0,74.75,4.38
Shingū,100,JP,1623958477,89,33.7333,135.9833,66.9,4.07
Kodīnar,62,IN,1623958477,79,20.7903,70.7031,84.02,12.57
Killybegs,22,IE,1623958478,78,54.6333,-8.45,53.46,10.98
Kamenka,0,RU,1623958478,85,51.3223,42.7678,60.21,9.44
Gritsovskiy,0,RU,1623958478,80,54.1376,38.1604,56.68,7.72
Corsicana,20,US,1623958255,47,32.0954,-96.4689,97.21,3.0
Invermere,9,CA,1623958479,23,50.5167,-116.0354,77.0,2.15
Victor Harbor,82,AU,1623958479,93,-35.5667,138.6167,54.0,1.99
Opotiki,5,NZ,1623958480,91,-38.0833,177.2833,43.39,3.71
Verkhnevilyuysk,100,RU,1623958480,70,63.4453,120.3167,57.9,4.27
Concepción de Buenos Aires,69,MX,1623958480,30,19.9667,-103.2667,73.72,7.34
Sucre,62,BO,1623958481,58,-19.0333,-65.2627,56.84,8.84
Kouango,72,CF,1623958481,95,4.9934,19.9619,68.72,2.3
Dunedin,47,NZ,1623958481,93,-45.8742,170.5036,42.8,1.01
Shilka,100,RU,1623958482,94,51.85,116.0333,52.23,14.07
Isangel,98,VU,1623958482,87,-19.55,169.2667,75.07,4.68
Caniço,20,PT,1623958482,71,32.6333,-16.85,72.72,14.97
Sechura,25,PE,1623958483,58,-5.5569,-80.8222,78.21,14.09
Ramsar,40,IR,1623958483,83,36.9226,50.6426,78.24,2.3
Half Moon Bay,1,US,1623958483,45,37.4636,-122.4286,105.62,10.36
Manakara,8,MG,1623958484,91,-22.1333,48.0167,63.3,4.74
Tsimmerbude,4,RU,1623958484,88,54.675,20.1347,68.05,8.59
Wilmington,1,US,1623958449,39,34.2257,-77.9447,89.98,12.66
Bonavista,71,CA,1623958274,66,48.6499,-53.1147,73.4,17.65
Khomutovka,0,RU,1623958484,86,51.9207,34.5619,60.1,11.86
Talcahuano,0,CL,1623958485,55,-36.7167,-73.1167,60.48,5.75
Suoyarvi,82,RU,1623958485,70,62.0833,32.35,56.21,7.65
Charters Towers,4,AU,1623958485,35,-20.1,146.2667,59.79,11.3
Barcelona,20,ES,1623958252,86,41.3888,2.159,79.84,3.0
Sakaiminato,75,JP,1623958486,100,35.55,133.2333,66.18,3.44
Dryden,20,CA,1623958206,24,49.7833,-92.7503,79.09,23.02
Kaeo,96,NZ,1623958487,88,-35.1,173.7833,52.2,0.58
Aljezur,42,PT,1623958488,89,37.3191,-8.8033,61.92,12.97
Constitución,2,CL,1623958488,72,-35.3333,-72.4167,58.51,4.29
Liverpool,0,GB,1623958338,68,53.4106,-2.9779,65.68,5.99
Narón,100,ES,1623958489,94,43.5167,-8.1528,58.59,14.32
Harrisonville,1,US,1623958490,50,38.6533,-94.3488,97.63,8.05
Bila,100,BA,1623958490,81,43.7825,16.9253,65.14,3.38
Medianeira,99,BR,1623958490,59,-25.2953,-54.0939,68.43,3.96
Fare,93,PF,1623958491,65,-16.7,-151.0167,80.2,21.41
Plouzané,75,FR,1623958230,75,48.3833,-4.6167,60.89,13.8
Iki-Burul,72,RU,1623958491,75,45.8208,44.6472,70.14,26.33
Dutlwe,0,BW,1623958491,29,-23.9833,23.9,58.01,4.34
Nemuro,100,JP,1623958492,87,43.3236,145.575,47.34,4.94
Upata,87,VE,1623958492,72,8.0086,-62.3989,82.18,4.45
Carmelo,92,UY,1623958492,60,-33.9892,-58.2856,52.16,8.99
Tateyama,4,JP,1623958492,85,34.9833,139.8667,67.01,3.76
Raudeberg,100,NO,1623958493,80,61.9875,5.1352,55.0,4.59
Nagorsk,9,RU,1623958493,96,59.3172,50.8078,46.98,6.98
Tazovsky,98,RU,1623958493,87,67.4667,78.7,40.98,17.54
Kinlochleven,65,GB,1623958494,81,56.7115,-4.9661,54.28,4.65
Yar-Sale,57,RU,1623958494,76,66.8333,70.8333,37.76,17.83
Mopipi,0,BW,1623958494,31,-21.1833,24.8833,60.33,0.54
Yacopí,79,CO,1623958495,75,5.4595,-74.3382,74.14,1.03
Siocon,91,PH,1623958495,86,7.7061,122.1353,78.42,3.44
Palembang,100,ID,1623958495,97,-2.9167,104.7458,74.21,2.8
Sapa,87,PH,1623958496,76,5.1544,120.3241,82.24,6.76
Cedar City,1,US,1623958380,7,37.6775,-113.0619,95.97,5.75
Tautira,99,PF,1623958496,79,-17.7333,-149.15,84.22,15.66
Nurota,0,UZ,1623958496,22,40.5614,65.6886,75.29,4.68
Pacific Grove,1,US,1623958381,66,36.6177,-121.9166,103.6,5.01
Talara,0,PE,1623958497,69,-4.5772,-81.2719,79.56,13.8
Puerto Nariño,100,CO,1623958497,61,-3.7703,-70.3831,76.95,3.56
Raja,100,SS,1623958498,93,8.4596,25.678,70.77,2.62
Yulara,100,AU,1623958498,65,-25.2406,130.9889,44.44,5.75
Conceição do Araguaia,0,BR,1623958264,43,-8.2578,-49.2647,93.33,5.75
